Dependent Variable,Product,Geography,Variables,Detailed Group,Broad Group,Historical Dep. Variable Sum,Take Rate Elasticity,Base in Latest Week,Life Curve in Latest Week,Life Curve Annual Decay Rate,Historical Spend Full Model Period,Historical Raw Causal Sum Full Model Period,"Historical Causal Sum After Adstocking, Full Model Period",Historical Causal Sum After Adstocking And Curve Applied,Corporate Activity,Coefficient,Driver1,Symmetry,Volume1,Linearity Increment,Linearity Weight,SPEND_A,SPEND_B,SPEND_C,SPEND_D,SUPPORT_A,SUPPORT_B,SUPPORT_C,SUPPORT_D,Media Metric,Start Date_Full_Model,End Date_Full_Model,Spends_Full_Model,Number of Weeks_Full_Model,Total Sales_Full_Model,Total Base Sales_Full_Model,Avg Causal Raw_Full_Model,Execution Weeks_Full_Model,Decomps_Full_Model,MSRP_Full_Model,ST ROI_Full_Model,Elasticity_Full_Model,Start Date_Latest_Year,End Date_Latest_Year,Spends_Latest_Year,Number of Weeks_Latest_Year,Total Sales_Latest_Year,Total Base Sales_Latest_Year,Avg Causal Raw_Latest_Year,Execution Weeks_Latest_Year,Decomps_Latest_Year,MSRP_Latest_Year,ST ROI_Latest_Year,Elasticity_Latest_Year,Start Date_Prior_Year,End Date_Prior_Year,Spends_Prior_Year,Number of Weeks_Prior_Year,Total Sales_Prior_Year,Total Base Sales_Prior_Year,Avg Causal Raw_Prior_Year,Execution Weeks_Prior_Year,Decomps_Prior_Year,MSRP_Prior_Year,ST ROI_Prior_Year,Elasticity_Prior_Year
Sales,Clio,National,Digital Display Model,DIGITAL,Media,23255,0,45.87187153,1,0,406684.9504,1583.51356,9986,25,0,11.01050622,0.002351621,2,1,0,0,5187.659475,10009.52245,15862.26647,23976.29796,20.19924543,38.97418509,61.76307736,93.35676892,GRPs,42008,43184,406684.9504,169,23255,12745.12349,9.369902722,16,155.3747,13414.75621,5.154915389,,42827,43184,22850.54996,52,6631,3094.222232,2.748774327,1,53.3568254,13558.00588,32.21620413,,42463,42820,259198.72,52,6056,2894.314996,17.91315106,11,53.198068,13518.96695,2.77458181,
Sales,Clio,National,Digital Social Model,DIGITAL,Media,23255,0,45.87187153,1,0,44341.41003,217.0729751,1207,21,0,4.526895777,0.006209898,2,1,0,0,1952.459457,3709.672968,5889.919361,8883.690528,9.558247758,18.16067074,28.8340474,43.4900273,GRPs,42008,43184,44341.41003,169,23255,12745.12349,1.284455474,13,16.40904998,13414.75621,5.00823023,,42827,43184,2116.666667,52,6631,3094.222232,0.496942821,1,5.233609407,13558.00588,34.11515935,,42463,42820,33455.83333,52,6056,2894.314996,2.777027085,8,8.178086173,13518.96695,3.304812355,
Sales,Clio,National,Folders Range Allocated,FOLDERS,Media,23255,0,45.87187153,1,0,556236.954,19.19621682,76,20,0,2.334119875,0.404231679,2,1,0,0,7290.44677,13122.80419,20413.25096,29890.83176,0.251599603,0.452879286,0.704478889,1.031558373,GRPs,42008,43184,556236.954,169,23255,12745.12349,0.113587082,31,45.27286009,13414.75621,1.08835001,,42827,43184,91618.95888,52,6631,3094.222232,0.059137888,11,6.023348068,13558.00588,0.894270409,,42463,42820,190437.1981,52,6056,2894.314996,0.150163317,11,19.79138302,13518.96695,1.408837174,
Sales,Clio,National,OOH Model,OOH,Media,23255,0,45.87187153,1,0,491906,1962,6644,25.21621087,0,20.8503145,0.001372419,2,1,0,0,19768.4615,38204.21773,60490.0114,91438.38932,78.84744093,152.379324,241.2672631,364.7063279,GRPs,42008,43184,491905.9302,169,23255,12745.12349,11.60940828,6,112.3760805,13414.75621,3.064605713,,42827,43184,217343,52,6631,3094.222232,14.63461538,3,48.02759509,13558.00588,2.995994426,,42463,42820,0,52,6056,2894.314996,0,0,0,13518.96695,0,
Sales,Clio,National,TV Model,TV,Media,23255,0,45.87187153,1,0,2005988.48,4314.1,25427,42,0,36.55386296,0.001199459,2,1,0,0,24062.1667,46546.48641,73764.34711,111474.8903,51.74834971,100.103365,158.6383835,239.7390759,GRPs,42008,43184,2005988.48,169,23255,12745.12349,25.52721894,23,695.7869998,13414.75621,4.670017571,,42827,43184,0,52,6631,3094.222232,0,0,76.84806512,13558.00588,0,,42463,42820,1131900.22,52,6056,2894.314996,49.34403846,12,380.6854927,13518.96695,4.552928251,
Sales,Clio,National,TV Sponsorship Model,TV,Media,23255,0,45.87187153,1,0,47986.65,266.54,1292,9,0,9.651219353,0.019213354,2,1,0,0,989.4591718,1385.242841,1978.918344,3957.836687,5.495872792,7.694221908,10.99174558,21.98349117,GRPs,42008,43184,47986.65,169,23255,12745.12349,1.577159763,2,19.36499999,13414.75621,5.322120027,,42827,43184,0,52,6631,3094.222232,0,0,0,13558.00588,0,,42463,42820,0,52,6056,2894.314996,0,0,6.7E-09,13518.96695,0,
Sales,Clio,National,TV Brand,TV,Media,23255,0,45.87187153,1,0,618471.0196,1400.522291,3994,18,0,6.420407852,0.002499459,2,1,0,0,32625.92795,62810.45992,99431.39946,150700.7148,73.88113251,142.2337449,225.1615467,341.2604692,GRPs,42008,43184,618471.0196,169,23255,12745.12349,8.287114147,6,35.60980001,13414.75621,3.548351241,,42827,43184,618471.0196,52,6631,3094.222232,26.93312098,6,35.60980001,13558.00588,3.586242362,,42463,42820,0,52,6056,2894.314996,0,0,0,13518.96695,0,
Sales,Clio,National,Digital Brand Others,DIGITAL,Media,23255,0,45.87187153,1,0,3235120.008,19736.99132,50355.85508,90.31461372,0,1.410111766,0.002668954,2,1,0,0,44316.16872,85204.14601,126092.1233,181752.1569,271.6839912,521.5016834,771.3193757,1111.698398,GRPs,42008,43184,3235120.008,169,23255,12745.12349,116.7869309,169,111.3719801,13414.75621,1.210138341,,42827,43184,1288943.82,52,6631,3094.222232,119.2300056,52,31.55404338,13558.00588,0.95208938,,42463,42820,587525.4244,52,6056,2894.314996,109.1869873,52,41.32431439,13518.96695,2.641826574,
Sales,Clio,National,Digital Brand Search,DIGITAL,Media,23255,0,45.87187153,1,0,1785322,91.33269327,432,21,0,0.98826597,0.959216158,2,1,0,0,33501.94918,63046.06166,96548.01084,137435.9881,1.713878316,3.225286932,4.939165248,7.030895716,GRPs,42008,43184,1785322,169,23255,12745.12349,0.540430138,169,166.8065,13414.75621,3.398242483,,42827,43184,579933,52,6631,3094.222232,0.512918407,52,48.17779586,13558.00588,3.304475556,,42463,42820,539324,52,6056,2894.314996,0.559801997,52,57.67562434,13518.96695,3.945537931,
Sales,Clio,National,Events Brand,EVENTS,Media,23255,0,45.87187153,1,0,3080328,48.91658,166,36,0,10.37197135,1.504617708,2,1,0,0,23997.33993,47994.67985,75420.2112,113130.3168,0.381085326,0.762170651,1.197696737,1.796545106,GRPs,42008,43184,3080328,169,23255,12745.12349,0.289447219,12,124.4466,13414.75621,1.284302274,,42827,43184,536007,52,6631,3094.222232,0.208461539,2,24.22486768,13558.00588,1.709978809,,42463,42820,925473,52,6056,2894.314996,0.265043077,4,38.77526763,13518.96695,1.377863269,
Sales,Clio,National,Local Media Brand,LOCAL MEDIA,Media,23255,0,45.87187153,1,0,1490222.358,2151607.12,8957838,27,0,0.862775045,0.0000469,2,1,0,0,33501.94918,63575.70695,97077.65611,137965.6334,40492.04887,75808.3814,116300.4302,165926.0322,Spend,42008,43184,1490222.358,169,23255,12745.12349,12731.40308,151,129.94668,13414.75621,2.973911163,,42827,43184,395884.3825,52,6631,3094.222232,10150.88615,38,31.65201359,13558.00588,3.16336977,,42463,42820,482942.1525,52,6056,2894.314996,14641.70019,51,49.46138886,13518.96695,3.297800321,
Sales,Clio,National,Print Brand,PRINT,Media,23255,0,45.87187153,1,0,910505.2612,246186.9904,492315.5236,14.85721505,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,GRPs,42008,43184,910505.2612,169,23255,12745.12349,1456.727754,28,0,13414.75621,0,,42827,43184,428708.5996,52,6631,3094.222232,1614.852256,11,0,13558.00588,0,,42463,42820,194699.3994,52,6056,2894.314996,1806.036982,8,0,13518.96695,0,
Sales,Clio,National,Radio Brand,RADIO,Media,23255,0,45.87187153,1,0,2977169.365,23470.22416,169560,55,0,6.2254052,0.003674351,2,1,0,0,40358.33202,81246.30931,121604.6413,180163.221,318.1507197,644.7688129,962.9195326,1423.374932,GRPs,42008,43184,2977169.365,169,23255,12745.12349,138.8770661,25,156.0260004,13414.75621,1.84131158,,42827,43184,1659295.865,52,6631,3094.222232,218.9525801,15,79.02648014,13558.00588,1.930873609,,42463,42820,316124.82,52,6056,2894.314996,36.11076923,2,3.597903894,13518.96695,0.326998506,
OAO,Clio,National,Digital Display Model,DIGITAL,Media,4454.47,0,29.71093723,1,0,406684.9504,1583.51356,18994.87596,9.530018754,0,1.10633772,0.001496601,2,1,,,5224.099809,10127.04594,16036.27359,24257.80772,20.34113355,39.43178757,62.44061076,94.45288651,GRPs,42008,43184,406684.9504,169,4454.47,4238.622829,9.369902722,16,15.145198,13414.75621,2.869702565,,42827,43184,22850.54996,52,1407.94,1346.117689,2.748774327,1,7.269360629,13558.00588,24.75027573,,42463,42820,259198.72,52,1324.71,1246.099519,17.91315106,11,4.161596607,13518.96695,1.212785775,
OAO,Clio,National,Digital Social Model,DIGITAL,Media,4454.47,0,29.71093723,1,0,44341.41003,217.0729751,2603.896998,7.787758898,0,0,0.00937248,2,1,,,2009.406051,3865.552319,6113.362478,9229.644744,9.837029301,18.92377671,29.92791118,45.18364306,GRPs,42008,43184,44341.41003,169,4454.47,4238.622829,1.284455474,13,1.202706961,13414.75621,2.070563466,,42827,43184,2116.666667,52,1407.94,1346.117689,0.496942821,1,0.544065203,13558.00588,20.00067663,,42463,42820,33455.83333,52,1324.71,1246.099519,2.777027085,8,0.538200921,13518.96695,1.200984988,
OAO,Clio,National,Folders Range Allocated,FOLDERS,Media,4454.47,0,29.71093723,1,0,556236.954,19.19621682,76.29668958,20.19723869,0,0,0,2,1,,,0,0,0,0,0,0,0,0,GRPs,42008,43184,556236.954,169,4454.47,4238.622829,0.113587082,31,0,13414.75621,0,,42827,43184,91618.95888,52,1407.94,1346.117689,0.059137888,11,0,13558.00588,0,,42463,42820,190437.1981,52,1324.71,1246.099519,0.150163317,11,0,13518.96695,0,
OAO,Clio,National,OOH Model,OOH,Media,4454.47,0,29.71093723,1,0,491906,1962,6644,12.516105,0,3.44843851,0.001052949,2,1,,,22655.98958,43831.19553,69448.75238,104987.5596,90.36448286,174.8227904,276.9996239,418.7478323,GRPs,42008,43184,491905.9302,169,4454.47,4238.622829,11.60940828,6,15.44056696,13414.75621,2.383458703,,42827,43184,217343,52,1407.94,1346.117689,14.63461538,3,6.623124091,13558.00588,2.313895181,,42463,42820,0,52,1324.71,1246.099519,0,0,0,13518.96695,0,
OAO,Clio,National,TV Model,TV,Media,4454.47,0,29.71093723,1,0,2005988.48,4314.1,57962.61143,18.29886511,0,5.016625426,0.000495101,2,1,,,25506.33026,49455.28621,78353.23162,118498.8803,54.85418309,106.3590606,168.507287,254.8449429,GRPs,42008,43184,2005988.48,169,4454.47,4238.622829,25.52721894,23,89.08939819,13414.75621,3.372283187,,42827,43184,0,52,1407.94,1346.117689,0,0,17.83238928,13558.00588,0,,42463,42820,1131900.22,52,1324.71,1246.099519,49.34403846,12,46.93612291,13518.96695,3.110129476,
OAO,Clio,National,TV Sponsorship Model,TV,Media,4454.47,0,29.71093723,1,0,47986.65,266.54,2827.220036,12.10920464,0,1.24365,0.008646927,2,1,,,666.9812175,1667.453044,2334.434261,3001.415479,3.704721495,9.261803736,12.96652523,16.67124673,GRPs,42008,43184,47986.65,169,4454.47,4238.622829,1.577159763,2,2.539047818,13414.75621,4.106971652,,42827,43184,0,52,1407.94,1346.117689,0,0,7.4E-09,13558.00588,0,,42463,42820,0,52,1324.71,1246.099519,0,0,0.00022946,13518.96695,0,
OAO,Clio,National,TV Brand,TV,Media,4454.47,0,29.71093723,1,0,618471.0196,1400.522291,7416.687217,10.382715,0,1.361476032,0.00091301,2,1,,,33355.64796,64626.56792,102401.8392,154853.5957,75.53357719,146.3463058,231.888082,350.6646321,GRPs,42008,43184,618471.0196,169,4454.47,4238.622829,8.287114147,6,5.568087463,13414.75621,0.554834064,,42827,43184,618471.0196,52,1407.94,1346.117689,26.93312098,6,5.568087463,13558.00588,0.560758868,,42463,42820,0,52,1324.71,1246.099519,0,0,0,13518.96695,0,
OAO,Clio,National,Digital Brand Others,DIGITAL,Media,4454.47,0,29.71093723,1,0,3235120.008,19736.99132,39098.35017,25.79776826,0,0.438253059,0.001559839,2,1,,,20009.43652,40018.87305,60028.30957,86707.55827,122.0746291,244.1492582,366.2238873,528.9900594,GRPs,42008,43184,3235120.008,169,4454.47,4238.622829,116.7869309,169,11.13617498,13414.75621,0.657793192,,42827,43184,1288943.82,52,1407.94,1346.117689,119.2300056,52,3.556754834,13558.00588,0.548783578,,42463,42820,587525.4244,52,1324.71,1246.099519,109.1869873,52,3.386304021,13518.96695,1.186471153,
OAO,Clio,National,Digital Brand Search,DIGITAL,Media,4454.47,0,29.71093723,1,0,1785322,91.33269327,181.6913345,11.77830163,0,0.694871477,0.244179189,2,1,,,13339.62435,30014.15479,46688.68522,66698.12175,0.682422453,1.53545052,2.388478586,3.412112266,GRPs,42008,43184,1785322,169,4454.47,4238.622829,0.540430138,169,13.36341018,13414.75621,1.498771989,,42827,43184,579933,52,1407.94,1346.117689,0.512918407,52,3.76838561,13558.00588,1.338068222,,42463,42820,539324,52,1324.71,1246.099519,0.559801997,52,4.472847682,13518.96695,1.693688479,
OAO,Clio,National,Events Brand,EVENTS,Media,4454.47,0,29.71093723,1,0,3080328,48.91658,97.81639893,21.60513026,0,2.335909091,0.605342595,2,1,,,20009.43652,40018.87305,56693.40348,83372.65218,0.317756162,0.635512324,0.900309125,1.323984008,GRPs,42008,43184,3080328,169,4454.47,4238.622829,0.289447219,12,26.72681999,13414.75621,1.495774504,,42827,43184,536007,52,1407.94,1346.117689,0.208461539,2,5.322562204,13558.00588,1.697611384,,42463,42820,925473,52,1324.71,1246.099519,0.265043077,4,8.134615686,13518.96695,1.613982242,
OAO,Clio,National,Local Media Brand,LOCAL MEDIA,Media,4454.47,0,29.71093723,1,0,1490222.358,2151607.12,4277607.163,14.04151831,0,1.938039836,0.00000958,2,1,,,13339.62435,26679.2487,40018.87305,60028.30957,19259.96518,38519.93036,57779.89555,86669.84332,Spend,42008,43184,1490222.358,169,4454.47,4238.622829,12731.40308,151,22.27235032,13414.75621,2.821291196,,42827,43184,395884.3825,52,1407.94,1346.117689,10150.88615,38,5.090101354,13558.00588,2.610257136,,42463,42820,482942.1525,52,1324.71,1246.099519,14641.70019,51,8.647320094,13518.96695,3.204824088,
OAO,Clio,National,Print Brand,PRINT,Media,4454.47,0,29.71093723,1,0,910505.2612,246186.9904,492315.5236,14.85721505,0,0.194255268,0.0000697,2,1,,,10004.71826,20009.43652,30014.15479,43353.77914,2705.126026,5410.252051,8115.378077,11722.21278,GRPs,42008,43184,910505.2612,169,4454.47,4238.622829,1456.727754,28,4.454470613,13414.75621,0.943390202,,42827,43184,428708.5996,52,1407.94,1346.117689,1614.852256,11,1.200464586,13558.00588,0.543921076,,42463,42820,194699.3994,52,1324.71,1246.099519,1806.036982,8,1.781260559,13518.96695,1.913284219,
OAO,Clio,National,Radio Brand,RADIO,Media,4454.47,0,29.71093723,1,0,2977169.365,23470.22416,45598.11419,27.84228616,0,0.346244803,0.001272634,2,1,,,20009.43652,36683.96696,56693.40348,86707.55827,157.7424402,289.1944737,446.936914,683.5505743,GRPs,42008,43184,2977169.365,169,4454.47,4238.622829,138.8770661,25,8.908939971,13414.75621,0.590692944,,42827,43184,1659295.865,52,1407.94,1346.117689,218.9525801,15,5.047015808,13558.00588,0.669113178,,42463,42820,316124.82,52,1324.71,1246.099519,36.11076923,2,0.551983312,13518.96695,0.283242951,
